zinc_id,smiles
ZINC000000012365,C[C@@H](COC(=O)c1cnn2c1OC[C@H](C)C2)NC(=O)OC(C)(C)C
ZINC000000012366,Cc1ccccc1C(=O)N1CCN(C(=O)[C@@H](C(=O)N(C)C)c2ccccc2)CC1
ZINC000000012367,Cc1noc([C@@H]2CN(Cc3nc(C4CC4)no3)C[C@@H]2c2ccccc2)n1
ZINC000000012368,Cn1nccc1C(=O)N1CC[C@@H](c2nc(-c3cccnc3)no2)C1
ZINC000000012369,Cn1nc2c(cc1=O)C[C@H](C(=O)OCCCNC(=O)C1CC1)CC2
ZINC000000012370,COC(=O)c1cc2n(n1)CCC[C@@H]2OC(=O)Cc1ccc(Cl)cc1
ZINC000000012371,COc1cccc(-c2noc([C@H]3CC(=O)N(c4ccc5c(c4)OCCO5)C3)n2)c1OC
ZINC000000012372,COC(=O)c1cc2n(n1)CCC[C@@H]2OC(=O)c1ccc(OC)c(OC)c1
ZINC000000012373,COC(=O)COc1cccc2cnccc12
ZINC000000012374,CNc1cccc(NC(=O)COC)c1C#N
ZINC000000012375,CCNc1cccc(NC(=O)COC(=O)CC)c1C#N
ZINC000000012376,COc1cccc(NC(=O)COC(C)=O)c1C(N)=O
ZINC000000012377,CCNc1cccc(NC(=O)CO)c1C#N
ZINC000000012378,CC(=O)OCC(=O)Nc1cccc(NC(=O)COC(C)=O)c1C#N
ZINC000000012379,CCN(CC)c1cccc(NC(=O)COC(C)=O)c1C#N
ZINC000000012380,CC(=O)OCC(=O)Nc1cccc(N2CCOCC2)c1C#N
ZINC000000012381,C[C@@H]1C[C@H](CC(N)=O)C[C@H](C[C@H]2CCC(=O)N2Cc2ccccc2)C1
ZINC000000012382,NC(=O)C[C@H]1C[C@@H](Cc2cnc[nH]2)C[C@@H](C[C@H]2CCC(=O)N2)C1
ZINC000000012383,NC(=O)C[C@H]1CCC[C@@H](C[C@H]2CCC(=O)N2Cc2ccccc2)C1
ZINC000000012384,COc1ccc2[nH]c(CN)cc2c1
ZINC000000012385,CN1CCC(c2c[nH]c3ccc(CCS(C)(=O)=O)cc23)CC1
ZINC000000012386,CC[C@@](C)(OCc1nn(Cc2ccccc2)c2ccccc12)C(=O)O
ZINC000000012387,O=C(CCc1nc(-c2ccc(Cl)cc2)co1)OCc1ccccc1
ZINC000000012388,CNC(=O)CCc1nc(-c2ccc(Cl)cc2)co1
ZINC000000012389,COC[C@@](C)(OC)c1cccc(OCc2ccc3ccccc3c2)c1
ZINC000000012390,Nc1cccc2oc(-c3ccc(N4CCNCC4)cc3)cc(=O)c12
ZINC000000012391,CC(C)Nc1ccc(-c2cc(=O)c3c(N)cccc3o2)cc1
ZINC000000012392,CCOC(=O)CNc1ccc(-c2cc(=O)c3c(N)cccc3o2)cc1
ZINC000000012393,COC(=O)CNc1ccc(-c2cc(=O)c3c(N)cccc3o2)cc1
ZINC000000012394,Nc1ccc(-c2cc(=O)c3c(N)cccc3o2)cc1F
ZINC000000012395,CNc1ccc(-c2cc(=O)c3c(N)ccc(OC)c3o2)cc1
ZINC000000012396,CCOc1ccccc1NC(=O)[C@H]1CCc2[nH]cnc2C1
ZINC000000012397,ON1CCC=C(c2ncco2)C1
ZINC000000012398,Cc1coc(C2=CCCNC2)n1
ZINC000000012399,CC(=O)Oc1c(Cc2ccccc2)ccc2c1ccn2C
ZINC000000012400,CNC(=S)[C@]1(c2cnc3ccccc3c2)CCCC[C@H]1CC#N
ZINC000000012401,CNC(=S)[C@]1(c2cccnc2)CCCC[C@H]1CC(=O)OC
ZINC000000012402,CNC(=S)[C@]1(c2cccnc2)CCCC[C@H]1CC=O
ZINC000000012403,CC(=O)c1cc2c(cc1C#N)[nH]c(=O)c(=O)n2O
ZINC000000012404,N#Cc1cc2c(cc1C(F)(F)F)[nH]c(=O)c(=O)n2O
ZINC000000012405,O=c1[nH]c2cc(C(F)(F)F)c(Cl)cc2n(O)c1=O
ZINC000000012406,CCO[C@@]12ON=C(c3ccc(OC)cc3)N1C(C)(C)C2(C)C
ZINC000000012407,CCO[C@@]12ON=C(c3ccccc3)N1C(C)(C)C2(C)C
ZINC000000012408,CCO[C@@]12ON=C(c3ccccc3[N+](=O)[O-])N1C(C)(C)C2(C)C
ZINC000000012409,CC(C)C(=O)N(C)c1ccnc(N2CCC(c3ccccc3)CC2)n1
ZINC000000012410,COCC(=O)N(C)c1ccnc(N2CCC(c3ccccc3)CC2)n1
ZINC000000012411,C=CCc1cc(-c2cc(CC)cc(CC=C)c2O)cc(F)c1O
ZINC000000012412,C=CCc1cc(-c2cc(SC)cc(CC=C)c2O)ccc1O
ZINC000000012413,CN1[C@H]2CC[C@@H]1CC(NC(=O)N1Cc3ccccc3NC1=O)C2
ZINC000000012414,CN1[C@H]2CC[C@@H]1CC(OC(=O)N1Cc3ccc(Cl)cc3NC1=O)C2
ZINC000000012415,CN1[C@H]2CC[C@@H]1CC(OC(=O)N1Cc3cc(F)ccc3NC1=O)C2
ZINC000000012416,CCCCN1CCN(CC(=O)Nc2cc(OC)ccc2OC)CC1
ZINC000000012417,Cc1ncoc1COc1ccc2c(C)c(C)c(=O)oc2c1
ZINC000000012418,Cc1c(C)c2cc(Cl)c(OCc3ccccn3)cc2oc1=O
ZINC000000012419,Cc1c(C)c2ccc(OCc3cc(C4CCC4)no3)cc2oc1=O
ZINC000000012420,Cc1c(C)c2ccc(OCc3cc(C4CC4)no3)cc2oc1=O
ZINC000000012421,Cc1c(C)c2ccc(OCc3cc(C(C)(C)C)no3)cc2oc1=O
ZINC000000012422,CC(C)(C)c1noc([C@@]2(C)CC(c3ccccc3F)=NO2)n1
ZINC000000012423,COC(=O)c1c(CONC(=N)C(C)C)nn2c1CCCC2
ZINC000000012424,COc1ccc2c(c1)OCCN(C(=O)CCCN1CCS(=O)(=O)CC1)C2
ZINC000000012425,Cn1nc(O[C@@H]2c3cc(C#N)ccc3OC(C)(C)[C@@H]2O)ccc1=O
ZINC000000012426,Cn1nc(O[C@@H]2c3cc(C#N)ccc3OC(C)(C)[C@@]2(C)O)ccc1=O
ZINC000000012427,CN1CCC(C)(c2noc([C@@H]3CC(=O)N(c4ccc5c(c4)OCCO5)C3)n2)CC1
ZINC000000012428,NC[C@@H](O)CON=C1CCCC1
ZINC000000012429,O=C(OCc1ccc2cc[nH]c2c1)[C@@H]1CC(=O)N(C2CCCC2)C1
ZINC000000012430,COC(=O)c1cc2n(n1)CCC[C@H]2OC(=O)c1[nH]nnc1-c1ccccc1
ZINC000000012431,NC(=O)C1(N2CCCCC2)CCN(Cc2c(-c3ccccc3)nn3cc[nH]c(=O)c23)CC1
ZINC000000012432,O=C1CCCN1CC(=O)N1CCC[C@@H]1c1nc(-c2ccccc2)no1
ZINC000000012433,CCCc1n[nH]c2c1C[C@@H]1CN(C)CC[C@H]1C2
ZINC000000012434,CN1CC[C@H]2Cc3[nH]nc(C(C)(C)C)c3C[C@@H]2C1
ZINC000000012435,C[C@@H](NCc1ncc(-c2ccc(F)cc2)o1)C(=O)N1CCCCC1
ZINC000000012436,CN1CC[C@H]2Cc3[nH]nc(-c4ccccc4)c3C[C@@H]2C1
ZINC000000012437,CCCc1n[nH]c2c1C[C@@H]1CN(CCC)CC[C@H]1C2
ZINC000000012438,CSc1n[nH]c2c1C[C@@H]1CN(C)CC[C@H]1C2
ZINC000000012439,CCn1cc(CN(C)C(=O)[C@H]2CC(=O)N(c3ccc(Cl)cc3)C2)c(C)n1
ZINC000000012440,CSc1n[nH]c2c1C[C@@H]1CN(C(C)C)CC[C@H]1C2
ZINC000000012441,Cc1[nH]cnc1CN1CCCc2c(c3cccc4c3n2CCC4)C1=O
ZINC000000012442,Cc1[nH]cnc1CN1CCc2c(c3cccc4c3n2CCS4)C1=O
ZINC000000012443,COc1ccc(C(=O)CN2CCCC[C@H]2c2nc(C)no2)cc1
ZINC000000012444,CCc1ccc(-n2nnc(C(=O)OCC3(C#N)CC3)c2C)cc1
ZINC000000012445,CN1[C@H]2CC[C@@H]1CC(N1CCc3c(c4cccc5c4n3CCC5)C1=O)C2
ZINC000000012446,CC(C)(C)c1cc(SCCc2nnn[nH]2)cc(C(C)(C)C)c1O
ZINC000000012447,Nc1nc(N(CCS)Cc2ccccc2)n[nH]1
ZINC000000012448,Cc1ccc(C)c(CN(CCS)c2n[nH]c(N)n2)c1C
ZINC000000012449,C[C@H](NCc1ncc(-c2ccc(F)cc2)o1)C(=O)N1CCCCC1
ZINC000000012450,O=C(O)c1cccn1CCCc1ccco1
ZINC000000012451,O=C(O)c1cccn1Cc1ccoc1
ZINC000000012452,O=C(O)c1cccn1Cc1ccccc1
ZINC000000012453,COc1ccc2c(c1)[C@@H](C)N(C(=O)c1cnc(OC)cc1OC)CCO2
ZINC000000012454,Nc1nc2c(ncn2CCC(F)(CO)CO)c(=O)[nH]1
ZINC000000012455,CC(C)(COc1ccc2nccn2n1)CS(N)(=O)=O
ZINC000000012456,C[C@@H](CSc1ccc2nccn2n1)CS(N)(=O)=O
ZINC000000012457,COc1cc(C)cc2c(=O)oc3c4cccc(O)c4c(O)cc3c12
ZINC000000012458,Cc1cccc(-c2nc(CN3C[C@H]4C(=O)N(C)C(=O)[C@H]4C3)no2)c1
ZINC000000012459,Cc1noc(-c2cccnc2-n2cnc(C(=O)N3CCN(c4ccccc4Cl)CC3)c2)n1
ZINC000000012460,COc1ccc(C(=O)CN2CCCC[C@@H]2c2nc(C)no2)cc1
ZINC000000012461,CCc1cc(NCCN(CC)CC)nnc1-c1ccccc1
ZINC000000012462,CCCc1cc(NCCN(CC)CC)nnc1-c1ccccc1
ZINC000000012463,Cc1cc(F)ccc1N1C[C@H](C(=O)N2CCC(n3cnc4ncccc4c3=O)CC2)CC1=O
ZINC000000012464,CCc1noc([C@H]2CCCCN2C(=O)[C@H]2CC(=O)N(Cc3ccc(C)cc3)C2)n1
ZINC000000012468,CC1(C)OC[C@@]2(CN3CC[C@@H]2C3)O1
ZINC000000012469,COC(=O)c1c(COC(=O)c2ccccc2C(F)(F)F)nn2c1CCCC2
ZINC000000012470,CCn1cc(CN(C)C(=O)[C@@H]2CC(=O)N(c3ccc(Cl)cc3)C2)c(C)n1
ZINC000000012471,Cc1n[nH]c(C)c1CCC(=O)O[C@@H]1CNC(=O)c2cc(-c3ccc(F)cc3)nn21
ZINC000000012472,O=C1CCN(C(=O)c2nnn(-c3ccccc3Cl)c2-c2ccccn2)CC1
ZINC000000012473,Fc1ccc(-c2nn(-c3cccc(Cl)c3)c3ncccc23)cc1
ZINC000000012474,Cc1ccc(-n2nc(-c3ccccc3)c3cccnc32)cc1
ZINC000000012475,O=C1C[C@]2(C(=O)N1)C(=O)Nc1c(O)cccc12
ZINC000000012476,O=C1C[C@@]2(C(=O)N1)C(=O)Nc1c(O)cc(Cl)cc12
ZINC000000012477,COc1cccc2c1NC(=O)[C@]21CC(=O)NC1=O
ZINC000000012478,CC(=O)Oc1cc(Cl)cc2c1NC(=O)[C@]21CC(=O)NC1=O
ZINC000000012479,Cc1cccc(-c2nc(CN3C[C@H]4C(=O)N(C)C(=O)[C@@H]4C3)no2)c1
ZINC000000012480,COc1cc2oc(Oc3ccc(O)cc3)cc(=O)c2c(O)c1OC
ZINC000000012481,CCc1cccc(-n2nnc(C(=O)N3CCO[C@@H](C#N)C3)c2-c2ccccn2)c1
ZINC000000012482,CC(C)(C)c1ccc(C(=O)Nc2ccc(O)cc2)cc1
ZINC000000012483,COc1ccccc1NC(=O)c1ccc(C(C)(C)C)cc1
ZINC000000012484,COc1cccc(NC(=O)c2ccc(C(C)(C)C)cc2)c1
ZINC000000012485,CC(C)(C)c1ccc(C(=O)Nc2ccccc2Cl)cc1
ZINC000000012486,CC(C)(C)c1ccc(C(=O)Nc2cccc(Cl)c2)cc1
ZINC000000012487,CC(C)(C)c1ccc(C(=O)Nc2ccc(Cl)cc2)cc1
ZINC000000012488,CSc1ccc(NC(=O)c2ccc(C(C)(C)C)cc2)cc1
ZINC000000012489,COc1ccc(NC(=O)c2ccc(C(C)(C)C)cc2)cc1OC
ZINC000000012490,CC(C)(C)c1ccc(C(=O)Nc2ccc(Oc3cccnc3)cc2)cc1
ZINC000000012491,CN1CCC(NC(=O)C2CCC(O[N+](=O)[O-])CC2)CC1
ZINC000000012492,O=[N+]([O-])OC1CCNCC1
ZINC000000012493,NCC(=O)N1CCC(O[N+](=O)[O-])CC1
ZINC000000012494,CN(C)CC(=O)N1CCC(O[N+](=O)[O-])CC1
ZINC000000012495,CC(C)(N)C(=O)N1CCC(O[N+](=O)[O-])CC1
ZINC000000012496,CC(C)(N)C(=O)N1CCC(CO[N+](=O)[O-])CC1
ZINC000000012497,CC(C)(N)C(=O)N1CCC(CCO[N+](=O)[O-])CC1
ZINC000000012498,O=c1[nH]ccn2nc(-c3ccccc3)c(CNCCCN3CCCC3)c12
ZINC000000012499,Cc1cccc(-c2nc(CN3C[C@@H]4C(=O)N(C)C(=O)[C@H]4C3)no2)c1
ZINC000000012500,CCc1cccc(-n2nnc(C(=O)N3CCO[C@H](C#N)C3)c2-c2ccccn2)c1
ZINC000000012501,O=C(CN1CCC[C@H](c2noc(-c3ccco3)n2)C1)NCC(=O)c1ccccc1
ZINC000000012502,O=C(OC[C@@H]1CCC(=O)N1Cc1ccccc1)c1cccc(CN2CCOCC2)c1
ZINC000000012503,CN1C[C@H]2C[C@H]1CN2C(=O)c1cc(-c2cccs2)[nH]n1
ZINC000000012504,Cc1nc(-c2nc([C@@H]3CC(=O)N(CCc4ccccc4)C3)no2)nn1-c1cccc(F)c1
ZINC000000012505,C[C@@H]1c2ccccc2C(=O)N1CCCN1CC=C(c2ccccc2)CC1
ZINC000000012506,Nc1cc(OCCc2ccccc2)nc(N)[n+]1[O-]
ZINC000000012507,CCN(CC)c1nc2ccccc2n2cnnc12
ZINC000000012508,O=C(Oc1ccccc1C(=O)O)c1cccs1
ZINC000000012509,CC(=O)O[C@H]1C[C@H]2CCC[C@@H]1N2
ZINC000000012510,O=C(CN1CCC(n2c(O)nc3ncccc3c2=O)CC1)c1cccc(Br)c1
ZINC000000012511,COc1ccc(CNC(=O)CN2CCC(c3nc(C4CC4)no3)CC2)cc1
ZINC000000012512,CCc1ccc(CN2C[C@@H](C(=O)N(C)Cc3cn(C)nc3C)CC2=O)cc1
ZINC000000012513,Nc1ncnc2c1ncn2C1CCCCC1
ZINC000000012514,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)OCCc1cccs1
ZINC000000012515,Nc1ccn([C@H]2O[C@@H](CO)C=C2F)c(=O)n1
ZINC000000012516,Nc1ccn([C@H]2O[C@@H](CO)[C@H](F)[C@H]2F)c(=O)n1
ZINC000000012517,Cc1cn([C@H]2O[C@@H](CO)C=C2F)c(=O)nc1N
ZINC000000012518,O=C(CN1CCC[C@@H](c2noc(-c3ccco3)n2)C1)NCC(=O)c1ccccc1
ZINC000000012519,CC(=O)Nc1cccc2c(=O)n(C)c3ccccc3c(=O)c12
ZINC000000012520,C[C@@H]1C[C@H](OC(=O)[C@H]2CCC(=O)N2)CC(C)(C)C1
ZINC000000012521,CC(C)c1cc(-c2nn(CCO)c3ncccc23)cc(C(C)C)c1O
ZINC000000012522,CCn1cc(C(=O)O)c(=O)c2cc3c(c(F)c21)SCO3
ZINC000000012523,O=C(O)c1cn(C2CC2)c2c(F)c3c(cc2c1=O)OCO3
ZINC000000012524,Cc1nc2c(F)c3c(cc2o1)c(=O)c(C(=O)O)cn3C1CC1
ZINC000000012525,O=C(O)c1cn(C2CC2)c2c(F)c3ncoc3cc2c1=O
ZINC000000012526,CCc1ccc(-n2nnc(C(=O)N3C[C@H]4CC[C@H]3C4)c2CC)cc1
ZINC000000012527,COc1cccc2c1CCN2C(=O)c1cn(CC2CCC2)nn1
ZINC000000012528,CC(=O)[C@H]1CCN(CC(=O)Nc2ccc(F)c(F)c2)C1
ZINC000000012529,CNC(=O)c1cccc(NCC(=O)O)c1
ZINC000000012530,CNc1cccc(C(=O)O)c1
ZINC000000012531,CNC(=O)c1cccc(NC)c1
ZINC000000012532,Cc1cc2c(s1)CN1CCOC1=N2
ZINC000000012533,Cc1csc2c1N=C1OCCN1C2
ZINC000000012534,c1cc2c(s1)CN1CCOC1=N2
ZINC000000012535,CCc1cc2c(s1)CN1CCOC1=N2
ZINC000000012536,c1scc2c1CN1CCOC1=N2
ZINC000000012537,Cc1scc2c1CN1CCOC1=N2
ZINC000000012538,CCc1scc2c1N=C1OCCN1C2
ZINC000000012539,Cc1sc(C)c2c1CN1CCOC1=N2
ZINC000000012540,Cc1csc2c1CN1CCOC1=N2
ZINC000000012541,Cc1cc2c(s1)N=C1OCCN1C2
ZINC000000012542,Cc1cc2c(s1)c(=O)nc1n2CCO1
ZINC000000012543,O=c1nc2n(c3cscc13)CCO2
ZINC000000012544,O=c1nc2n(c3sc4c(c13)CCCC4)CCO2
ZINC000000012545,O=c1nc2n(c3sccc13)CCO2
ZINC000000012546,O=c1nc2n(c3sc(-c4ccccc4)cc13)CCO2
ZINC000000012547,Cc1csc2c1c(=O)nc1n2CCO1
ZINC000000012548,Cc1cc2c(=O)nc3n(c2s1)CCO3
ZINC000000012549,N#CC1([C@](O)(Cn2cncn2)c2ccc(F)cc2)CC1
ZINC000000012550,N#CC1([C@](O)(Cn2cncn2)c2ccc(F)cc2F)CC1
ZINC000000012551,NC(=O)C1([C@](O)(Cn2cncn2)c2ccc(F)cc2)CC1
ZINC000000012552,N#CC1([C@](O)(Cn2cncn2)c2ccccc2Cl)CC1
ZINC000000012553,N#CC1([C@](O)(Cn2cncn2)c2ccc(Cl)cc2F)CC1
ZINC000000012554,N#CC1([C@](O)(Cn2cncn2)c2c(F)cccc2F)CC1
ZINC000000012555,N#CC1([C@](O)(Cn2cncn2)c2ccc(Cl)cc2Cl)CC1
ZINC000000012556,CC1(C)N=C(n2ccccc2=O)c2cc(C#N)ccc2O1
ZINC000000012557,CC1(C)N=C(Oc2ccccn2)c2cc(C#N)ccc2O1
ZINC000000012558,Cc1ccc2c(c1)C(=O)NC1(CCN(CC(=O)NCc3ccc(F)cc3)CC1)N2C
ZINC000000012559,CC1(C)N=C(n2ccccc2=O)c2cc(Br)ccc2O1
ZINC000000012560,C/C=C1/NC(=O)N=C1N
ZINC000000012561,CCN(Cc1cnn(CC)c1)C(=O)[C@H]1CC(=O)N(Cc2ccc(F)cc2F)C1
ZINC000000012562,COc1ccc(NC(=O)CN2CCCN(C(=O)c3ccc(C)cc3)CC2)cc1Cl
ZINC000000012563,C=C1NC(=O)N(Cc2ccccc2)C1=N
ZINC000000012564,CNc1ncnc2c1ncn2[C@@H]1C=C[C@H](CO)O1
ZINC000000012565,CCn1cc(CN(C)C(=O)[C@H]2CC(=O)N(c3ccc(C)cc3)C2)c(C)n1
ZINC000000012566,Cn1nc2c(cc1=O)C[C@H](c1nc(Cc3cccc(F)c3)no1)CC2
ZINC000000012567,COC(=O)c1c(C)cn(CCNC(C)=O)c1C
ZINC000000012568,COC(=O)c1c(C)c(C)n(CCNC(C)=O)c1C
ZINC000000012569,CC(=O)NCCn1c(C)cc(C(=O)OCc2ccccc2)c1C
ZINC000000012570,CC(=O)NCCn1c(C)c(C)c(C(=O)OC(C)(C)C)c1C
ZINC000000012571,COC(=O)/C=C/c1cc(C)n(CCNC(C)=O)c1C
ZINC000000012572,CC(=O)NCCn1c(C)c(C#N)c(C#N)c1C
ZINC000000012573,CC(=O)NCCn1c(C)cc([N+](=O)[O-])c1C
ZINC000000012574,CC(=O)NCCn1c(C)cc(C(C)=O)c1C
ZINC000000012575,CC(=O)NCCn1c(C)cc(C(=O)c2ccccc2)c1C
ZINC000000012576,CC(=O)NCCn1c(C)cc([S@@](C)=O)c1C
ZINC000000012577,CC[C@H]1COC(=O)N1[C@H]1c2cc(C#N)ccc2OC(C)(C)[C@@H]1O
ZINC000000012578,CC[C@H]1COC(=O)N1C1=CC(C)(C)Oc2ccc(C#N)cc21
ZINC000000012579,C[C@H]1COC(=O)N1C1=CC(C)(C)Oc2ccc(C#N)cc21
ZINC000000012580,C[C@H]1COC(=O)N1[C@H]1c2cc(C#N)ccc2OC(C)(C)[C@@H]1O
ZINC000000012581,C[C@@H]1COC(=O)N1[C@H]1c2cc(C#N)ccc2OC(C)(C)[C@@H]1O
ZINC000000012582,CC(C)[C@H]1COC(=O)N1[C@H]1c2cc(C#N)ccc2OC(C)(C)[C@@H]1O
ZINC000000012583,CC(C)[C@@H]1COC(=O)N1[C@H]1c2cc(C#N)ccc2OC(C)(C)[C@@H]1O
ZINC000000012584,CN(CCc1ccccc1)C(=O)[C@H]1CC(=O)N(c2ccc3c(c2)CCC3)C1
ZINC000000012585,O=C1CNC(=O)N1C[C@@H]1CC[C@@H]2CN(c3ncccn3)CCN2C1
ZINC000000012586,O=C1CCC(=O)N1C[C@@H]1CC[C@@H]2CN(c3ccccn3)CCN2C1
ZINC000000012587,c1ccc(N2CCN3C[C@H](Cn4cccn4)CC[C@@H]3C2)nc1
ZINC000000012588,Cc1ccccc1N1CCc2nnc3ccccc3c21
ZINC000000012589,Cc1ccccc1N1CCc2nnc3c(C)cccc3c21
ZINC000000012590,Cc1ccccc1-n1ccc2nnc3c(C)cccc3c21
ZINC000000012591,Cc1cc(O)ccc1N1CCc2nnc3ccccc3c21
ZINC000000012592,CCCN1CCc2nnc3ccccc3c21
ZINC000000012593,c1ccc(Cn2ccc3nnc4ccccc4c32)cc1
ZINC000000012594,Cc1cc(O)ccc1N1CCc2nnc3c(C)cccc3c21
ZINC000000012595,O=C1CCCCN1S(=O)(=O)c1ccc(N2CCCCC2)cc1
ZINC000000012596,O=C1CCCCN1S(=O)(=O)c1ccc(N2CCCCCC2)cc1
ZINC000000012597,CCN(CC)c1ccc(S(=O)(=O)N2CCCCC2=S)cc1
ZINC000000012598,O=S(=O)(c1ccc(N2CCCCC2)cc1)N1CCCC1=S
ZINC000000012599,O=S(=O)(c1ccc(N2CCCCC2)cc1)N1CCCCC1=S
ZINC000000012600,O=S(=O)(c1ccc(N2CCCCCC2)cc1)N1CCCC1=S
ZINC000000012601,Cc1nc(-c2nc(C3CCN(c4cnccn4)CC3)no2)nn1-c1ccccc1
ZINC000000012602,CCN1CCN(c2ccc(C(=O)OC)cn2)CC1
ZINC000000012603,CC(C)N1CCN(C(=O)[C@@H]2CCCN2C(=O)c2ccccc2Cl)CC1
ZINC000000012604,CCOC(=O)c1ccc(N2CCN(C)CC2)nc1
ZINC000000012605,CC(C)OC(=O)c1ccc(N2CCN(C)CC2)nc1
ZINC000000012606,COC(=O)c1ccc(N2CCCN(C)CC2)nc1
ZINC000000012607,CO[C@H]1[C@@H](NC(N)=O)CC[C@@]2(CO2)[C@@H]1[C@@]1(C)O[C@@H]1CC=C(C)C
ZINC000000012608,CCCn1c(=O)c2[nH]c(C(C3CC3)C3CC3)nc2n(CCC)c1=O
ZINC000000012609,COc1ccc([C@H]2c3occc3[C@H](OC)[C@H]3COC(=O)[C@H]23)cc1OC
ZINC000000012610,COc1ccc([C@H]2c3sccc3[C@H](OC)[C@H]3COC(=O)[C@H]23)cc1
ZINC000000012611,O=C([C@H]1CCCN1C(=O)c1ccc(Cl)cc1Cl)N1CCN(c2ccccn2)CC1
ZINC000000012612,C[N+](C)(C)CCCC(=O)c1ccc(C(=O)CCC[N+](C)(C)C)cc1
ZINC000000012613,CC(=N)N1CC[C@@H](SC2=C(C(=O)O)N3C(=O)[C@@H]([C@@H](C)O)[C@H]3C2)C1
ZINC000000012614,O=C(O)CCNC(=O)c1ccccc1
ZINC000000012615,CSC1=C(C(=O)O)N2C(=O)[C@@H]([C@H](C)N)[C@H]2[C@@H]1C
ZINC000000012616,N=C(N)c1ccc(C(=O)NCCc2ccc(OCC(=O)O)cc2)cc1
ZINC000000012617,N=C(N)c1ccc(C(=O)NCCc2ccc(OCC(=O)O)cc2)cn1
ZINC000000012618,NNc1ccc(C(=O)ON2C(=O)CCC2=O)cc1
ZINC000000012619,NNc1ccc(C(=O)ON2C(=O)CCC2=O)cn1
ZINC000000012620,NC(=S)NNc1ccc(C(=O)ON2C(=O)CCC2=O)cc1
ZINC000000012621,CCOc1nsnc1C1=CCCN(C)C1
ZINC000000012622,CN1CCC=C(c2nonc2N)C1
ZINC000000012623,CN1CCc2c(Cl)ccc3oc(CN)c(c23)C1
ZINC000000012624,O=C([C@@H]1CCCN1C(=O)c1n[nH]c2c1CCCCC2)N1CCc2ccccc2C1
ZINC000000012625,N#C[C@H]1CN(C(=O)c2nnn(-c3ccccc3Cl)c2-c2ccccn2)CCO1
ZINC000000012626,CCc1noc(-c2ccn3c(CC(=O)N(CCOC)C4CCN(C)CC4)nnc3c2)n1
ZINC000000012627,c1cncc(-c2noc(-c3cc4n(n3)CCC[C@@H]4N3CCOCC3)n2)c1
ZINC000000012628,CN1CCc2c(Cl)ccc3sc(CN)c(c23)C1
ZINC000000012629,CCN(Cc1ccncc1)C(=O)[C@@H]1CC(=O)N(c2cc(C)ccc2F)C1
ZINC000000012630,Cc1cc2[nH]c(-c3ccncc3)nc2cc1-n1ccnc1
ZINC000000012631,c1cc(-n2ccnc2)c2[nH]c(-c3ccncc3)nc2c1
ZINC000000012632,FC(F)(F)c1cc2[nH]c(-c3ccncc3)nc2cc1-n1ccnc1
ZINC000000012633,Cc1ccc(-c2nc(CN3CCC([C@H]4NC(=O)NC4=O)CC3)c(C)o2)cc1
ZINC000000012634,COc1ccc(NC(=O)CN2CC[C@@H](c3nc(-c4cccnc4)no3)C2)c(OC)c1
ZINC000000012635,O=C([C@@H]1CCCN1C(=O)c1ccc(Cl)cc1Cl)N1CCN(c2ccccn2)CC1
ZINC000000012636,Cc1cc2[nH]c(=S)n(C(C)C)c2cc1-n1ccnc1
ZINC000000012637,CC(C)n1c(=O)[nH]c2ccc(-n3ccnc3)cc21
ZINC000000012638,O=[N+]([O-])CS(=O)(=O)C1CCCCC1
ZINC000000012639,O=[N+]([O-])CS(=O)(=O)Cc1ccccc1
ZINC000000012640,Cc1cc(C)c(CS(=O)(=O)C[N+](=O)[O-])c(C)c1
ZINC000000012641,O=[N+]([O-])CS(=O)(=O)C1CCCC1
ZINC000000012642,O=[N+]([O-])CS(=O)(=O)CCc1ccccc1
ZINC000000012644,CC1(C)C[C@@H](S(=O)(=O)C[N+](=O)[O-])c2cc(F)ccc2O1
ZINC000000012645,O=[N+]([O-])CS(=O)(=O)c1nc(-c2ccccc2)cs1
ZINC000000012646,Oc1c2c(nc3nc(N4CCOCC4)nn13)CCCS2
ZINC000000012647,Oc1c2c(nc3nc(NC4CCCCC4)nn13)CCCS2
ZINC000000012648,CC(C)c1ccc(C(=O)c2ccc(C(=O)O)cc2)c(C(C)C)c1
ZINC000000012649,CC(C)c1ccc([C@H](O)c2ccc(C(=O)O)cc2)c(C(C)C)c1
ZINC000000012650,Cc1nc[nH]c1CCc1nc(-c2cn(C)c3ccccc23)no1
ZINC000000012651,COCc1noc(-c2ccc(CN3Cc4ccccc4C3)cc2)n1
ZINC000000012652,Cn1cc(-c2noc(CCn3ccnc3)n2)c2ccccc21
ZINC000000012653,Cc1nccn1CCc1nc(-c2cn(C)c3ccccc23)no1
ZINC000000012654,Cn1cc(C2=N[C@@H](Cc3cnc[nH]3)CO2)c2ccccc21
ZINC000000012655,Cn1cnc(C[C@H]2COC(c3cn(C)c4ccccc34)=N2)c1
ZINC000000012656,CN(C)[C@@H](Cc1c(S)ncn1C)C(=O)O
ZINC000000012657,Cc1noc(C2=CC=CN3C2=NNC32CCN(Cc3ccc(F)nc3)CC2)n1
ZINC000000012658,N#Cc1ccc(N2CCc3nc(N)c(C#N)nc3C2)cc1
ZINC000000012659,CC(=O)Oc1c(-c2ccccc2)sc2nc(C(C)(C)C)ccc12
